S,2,0.149174167,123,433032,103995,com.android.chrome
S,6,0.536645278,123,349996,1581927,com.android.phone
S,6,0.742155278,123,33998,2637761,com.android.phone
S,2,0.001551667,123,470,5116,com.android.settings
S,6,0.004441389,123,0,15989,com.android.settings
S,6,0.082219444,123,273992,21998,com.android.settings
S,2,0.022775833,123,0,81993,com.autonavi.minimap
S,6,0.091396667,123,0,329028,com.cleanmaster.mguard_cn
S,2,0.000531944,123,0,1915,com.endomondo.android.pro
S,2,0.000555,123,0,1998,com.evernote.world
S,6,0.038074444,123,0,137068,com.gameloft.android.ANMP.GloftDMCN
S,2,0.039991111,123,0,143968,com.google.android.gallery3d
S,2,0.000554444,123,0,1996,com.google.android.gms
S,2,11.69838861,123,24937530,17176669,com.google.android.googlequicksearchbox
S,2,0.112562222,123,39973,365251,com.hupu.games
S,6,1.803185556,123,377637,6113831,com.ijinshan.kbatterydoctor
S,6,8.231450833,123,0,29633223,com.ijinshan.kbatterydoctor
S,6,0.003694722,123,1532,11769,com.moji.mjweather
S,6,0.001100556,123,1996,1966,com.sec.android.app.sbrowser
S,8,0.999271111,123,3597376,0,com.sina.weibo
S,2,0.564244444,123,0,2031280,com.supercell.clashofclans
S,2,0.075721667,123,5999,266599,com.taobao.caipiao
S,2,0.029999167,123,0,107997,com.taobao.taobao
S,9,0.010552778,123,37990,0,com.tencent.androidqqmail
S,9,0.066108611,123,237991,0,com.tencent.loverzone
S,6,0.549391944,123,64000,1913811,com.tencent.map
S,2,1.457855833,123,319606,4928675,com.tencent.mm
S,6,1.466016667,123,0,5277660,com.tencent.mm
S,6,0.651113611,123,231855,2112154,com.tencent.mm
S,9,5.703334722,123,18553824,1978181,com.tencent.mm
S,6,0.028889167,123,0,104001,com.tencent.mtt
S,9,0.036110556,123,129998,0,com.tencent.mtt
S,6,0.265922778,123,0,957322,com.tencent.news
S,9,0.000555,123,1998,0,com.tencent.qqpimsecure
S,2,0.000555,123,0,1998,com.thirdframestudios.android.expensoor
S,9,0.014444167,123,51999,0,com.wandoujia.phoenix2
S,9,0.109956111,123,395842,0,jp.naver.line.android
S,9,0.000555833,123,2001,0,sstream.app
S,9,0.022221111,123,37997,41999,vStudio.Android.Camera360
S,5,0.000551389,124,1985,0,android
S,8,6.319262778,124,22749346,0,cn.ibuka.manga.ui
S,0,0.002222222,124,0,8000,com.android.mms
S,0,0.001105833,124,3981,0,com.android.settings
S,2,0.044999722,124,0,161999,com.android.settings
S,5,0.256801667,124,0,924486,com.android.settings
S,8,0.0316625,124,113985,0,com.baidu.tieba
S,2,0.004999444,124,0,17998,com.douban.group
S,2,0.052220278,124,0,187993,com.douban.movie
S,2,0.009443611,124,0,33997,com.google.android.gallery3d
S,2,7.4599175,124,9958755,16896948,com.google.android.googlequicksearchbox
S,5,2.134258889,124,2839638,4843694,com.google.android.googlequicksearchbox
S,2,0.04002,124,30826,113246,com.hellotext.hello
S,2,0.042775,124,13997,139993,com.hupu.games
S,5,0.143884167,124,0,517983,com.ijinshan.kbatterydoctor
S,5,0.013888056,124,3996,46001,com.jbapps.contactpro
S,5,0.419631667,124,416000,1094674,com.jb.gosms
S,2,2.174223333,124,7301150,526054,com.myzaker.ZAKER_Phone
S,0,0.023334444,124,0,84004,com.netease.qiyemail
S,2,0.724171667,124,1475944,1131074,com.sina.weibo
S,5,0.019992778,124,17976,53998,com.sina.weibo
S,2,0.197208889,124,37999,671953,com.supercell.clashofclans
S,2,0.061664167,124,221991,0,com.taobao.caipiao
S,0,1.723571111,124,4435577,1769279,com.tencent.mm
S,2,0.944481389,124,1417460,1982673,com.tencent.mm
S,5,1.103733889,124,1265354,2708088,com.tencent.mm
S,8,0.191191667,124,688290,0,com.tencent.mm
S,2,0.009453056,124,32711,1320,com.tencent.mobileqq
S,5,0.005549722,124,9982,9997,com.tencent.mobileqq
S,0,0.721798889,124,248535,2349941,com.UCMobile
S,8,0.098520556,124,354674,0,com.uu.uunavi
S,2,0.087850556,124,0,316262,com.zhihu.android
M,3,0.107762222,125,0,387944,cn.coupon.kfc
M,8,6.175799722,125,20623140,1609739,com.android.chrome
M,0,0.099351111,125,337870,19794,com.android.mms
M,3,0.024923889,125,0,89726,com.android.phone
M,0,0.002776111,125,9994,0,com.android.settings
M,6,0.001664722,125,0,5993,com.android.settings
M,9,0.386661944,125,1391983,0,com.android.settings
